CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50086161,ROSALIA'S CAFE,Brooklyn,615,NOSTRAND AVENUE,11216,Coffee/Tea,2/20/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,29,Z,2/20/24,3/16/24,Cycle Inspection / Re-inspection,40.67595353,-73.9499172,308,36,31500,3030710,3012200011,BK61
50054721,CROWN FRIED CHICKEN & PIZZA,Brooklyn,5930,GLENWOOD ROAD,11234,Chicken,1/9/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18,,,3/16/24,Cycle Inspection / Initial Inspection,40.63405907,-73.91948279,318,46,72200,3223369,3079790117,BK58
50099704,MASTER'S PIZZERIA,Brooklyn,5201,5 AVENUE,11220,Pizza,2/1/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,5,A,2/1/24,3/16/24,Cycle Inspection / Initial Inspection,40.64388841,-74.01156336,307,38,10000,3013942,3008080009,BK34
50140906,NEW KING WAH,Queens,2104,NEWTOWN AVE,11102,Chinese,1/19/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,61,,,3/16/24,Pre-permit (Operational) / Re-inspection,40.77210334,-73.92574172,401,22,7100,4458141,4005430015,QN71
50142000,KATOU RESTAURANT,Brooklyn,5012,AVENUE M,11234,Caribbean,3/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,32,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.62135569,-73.92689708,318,46,68000,3219996,3078750146,BK58
50123232,Modern Bread & Bagel,Manhattan,139,WEST   14 STREET,10011,Jewish/Kosher,2/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,49,,,3/16/24,Cycle Inspection / Initial Inspection,40.73786451,-73.99803336,104,3,8100,1014520,1007900014,MN13
50140350,KHORASAN KABOB & GYRO,Brooklyn,1947,BATH AVENUE,11214,Mediterranean,2/28/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,A,2/28/24,3/16/24,Pre-permit (Operational) / Re-inspection,40.60180045,-74.00219309,311,38,28200,3329119,3064080001,BK27
50060525,BAKHTAR KEBAB,Queens,6816,FRESH MEADOW LN,11365,Afghan,3/11/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,13,A,3/11/24,3/16/24,Cycle Inspection / Re-inspection,40.73333839,-73.79458459,408,24,122300,4149719,4069280056,QN38
41659910,LE FATIMA BAR & GRILL,Brooklyn,1474,BROADWAY,11221,Spanish,1/25/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,1/25/24,3/16/24,Cycle Inspection / Initial Inspection,40.68743883,-73.91846976,303,41,37500,3039826,3014860034,BK35
50098683,SUBWAY,Staten Island,1750,HYLAN BOULEVARD,10305,Sandwiches,2/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,Z,2/29/24,3/16/24,Cycle Inspection / Re-inspection,40.58627442,-74.09229715,502,50,7000,5050074,5033800120,SI36
50145599,MAMITA'S,Queens,8704,WOODHAVEN BLVD,11421,Spanish,3/1/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,3/1/24,3/16/24,Pre-permit (Operational) / Initial Inspection,40.69343008,-73.85205598,409,32,1800,4184264,4089330077,QN53
50130385,YAAD MAN THING,Brooklyn,3901,CHURCH AVENUE,11203,Caribbean,2/5/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,73,,,3/16/24,Cycle Inspection / Initial Inspection,40.65123795,-73.94081818,317,41,81400,3108912,3048760042,BK91
41711533,BEI JING CHINESE RESTAURANT,Manhattan,860,10 AVENUE,10019,Chinese,3/4/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,49,,,3/16/24,Cycle Inspection / Re-inspection,40.76873979,-73.98881561,104,6,13900,1026858,1010660004,MN15
50129042,ARISTON FLOWERS & CAFE,Manhattan,78,5 AVENUE,10011,Coffee/Tea,1/3/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9,A,1/3/24,3/16/24,Cycle Inspection / Re-inspection,40.73570423,-73.99384046,102,2,6300,1009718,1005770041,MN23
50146301,KENNEDY FRIED CHICKEN,Brooklyn,1429,NOSTRAND AVENUE,11226,Chicken,2/26/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,2/26/24,3/16/24,Pre-permit (Operational) / Initial Inspection,40.65139038,-73.94962578,317,40,81800,3108543,3048690008,BK95
50050375,SEMMA,Manhattan,60,GREENWICH AVENUE,10011,Indian,2/20/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18,Z,2/20/24,3/16/24,Cycle Inspection / Re-inspection,40.7360173,-74.00076859,102,3,7100,1010525,1006060025,MN23
50134101,TIENDA GUATEMALTECA EL QUETZALITO,Brooklyn,5507,5 AVENUE,11220,Spanish,3/6/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,30,,,3/16/24,Cycle Inspection / Initial Inspection,40.64218645,-74.0133359,307,38,10000,3015006,3008320006,BK34
50085359,HIMALAYAN CURRY HOUSE,Manhattan,254,WEST  108 STREET,10025,Indian,2/6/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,37,,,3/16/24,Cycle Inspection / Initial Inspection,40.80266072,-73.96698232,107,7,19500,1056672,1018790061,MN09
41232125,VELVET LOUNGE,Brooklyn,174,BROADWAY,11211,American,3/13/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/13/24,3/16/24,Cycle Inspection / Re-inspection,40.71001003,-73.9626026,301,34,54900,3059532,3021320020,BK73
50105790,CHOMP CHOMP,Manhattan,78,EAST    1 STREET,10009,Thai,1/18/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,47,N,,3/16/24,Cycle Inspection / Initial Inspection,40.72316021,-73.98819194,103,2,3002,1005757,1004290064,MN22
50009899,CASA ADELA RESTAURANT,Manhattan,66,AVENUE C,10009,Latin American,3/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,Z,3/12/24,3/16/24,Cycle Inspection / Re-inspection,40.72276105,-73.97980412,103,2,2601,1004413,1003740006,MN28
50116793,ViVi Bubble Tea,Manhattan,325,BROADWAY,10007,Coffee/Tea,3/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,,,3/16/24,Cycle Inspection / Initial Inspection,40.71599139,-74.00478692,101,1,3300,1079211,1001520025,MN24
50142781,SHAD RESTAURANT,Queens,16709,HILLSIDE AVE,11432,Bangladeshi,3/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,36,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.70980622,-73.7954365,408,24,45400,4210476,4098390006,QN35
50144067,SOHNA PUNJAB INDIAN RESTAURANT,Queens,11710,ATLANTIC AVE,11419,Indian,2/1/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,36,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.69362934,-73.82951368,409,28,12000,4199089,4094350005,QN54
50099793,NEW PANDA BAKERY,Brooklyn,4118,8 AVENUE,11232,Bakery Products/Desserts,1/26/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,26,,,3/16/24,Cycle Inspection / Initial Inspection,40.64600246,-73.99863426,307,38,9200,3018184,3009220039,BK34
50047278,ISLAND EXPRESS,Brooklyn,998,FLATBUSH AVENUE,11226,Caribbean,1/18/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18,,,3/16/24,Cycle Inspection / Initial Inspection,40.64700215,-73.95813357,314,40,51001,3117636,3051250017,BK42
50061162,CODE RED,Bronx,1320,EAST GUN HILL ROAD,10469,Caribbean,2/20/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,40,Z,2/20/24,3/16/24,Cycle Inspection / Re-inspection,40.87137832,-73.84802828,211,12,35000,2056100,2045890048,BX31
50142400,CROWN BAGELS & PIZZA,Brooklyn,1593,MCDONALD AVENUE,11230,American,1/25/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,46,C,1/25/24,3/16/24,Pre-permit (Operational) / Re-inspection,40.61438237,-73.97405252,312,44,44600,3172682,3065640052,BK88
50145941,MR HIBACHI EXPRESS,Staten Island,1204,VICTORY BOULEVARD,10301,Asian/Asian Fusion,1/18/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,N,,3/16/24,Pre-permit (Non-operational) / Initial Inspection,40.61629259,-74.10376051,501,49,16901,5157658,5006510010,SI07
50003435,THE UNCOMMONS,Manhattan,230,THOMPSON STREET,10012,Coffee/Tea,1/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,,,3/16/24,Cycle Inspection / Initial Inspection,40.72934477,-73.99887429,102,1,6500,1008636,1005370012,MN23
50114087,LELLO'S PIZZA,Brooklyn,4018,GLENWOOD ROAD,11210,Pizza,1/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,43,N,,3/16/24,Cycle Inspection / Initial Inspection,40.63459208,-73.93796868,317,45,78000,3213307,3077240042,BK91
41638043,"DUNKIN',' BASKIN ROBBINS",Bronx,1735,JEROME AVENUE,10453,American,2/20/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,20,,,3/16/24,Cycle Inspection / Initial Inspection,40.84739345,-73.91257653,205,14,21700,2008365,2028610080,BX36
41628099,LLOYD'S CARROT CAKE,Manhattan,1553-55,LEXINGTON AVENUE,10029,Bakery Products/Desserts,2/14/24,Establishment re-opened by DOHMH.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9,,,3/16/24,Cycle Inspection / Reopening Inspection,40.78794795,-73.94939928,111,8,16600,1051757,1016270022,MN33
50103081,ANGELES BAKERY,Brooklyn,729,FLUSHING AVENUE,11206,Bakery Products/Desserts,1/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,33,,,3/16/24,Cycle Inspection / Initial Inspection,40.70054916,-73.94338533,301,33,50700,3061518,3022760043,BK75
50144870,GOLDEN THAI,Brooklyn,469,IRVING AVENUE,11237,Thai,3/13/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/13/24,3/16/24,Pre-permit (Operational) / Initial Inspection,40.69548145,-73.90815333,304,37,43900,3078086,3033930001,BK77
50110897,C & L NEW YORK TRADING INC,Brooklyn,5418,7 AVENUE,11220,Chinese,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,29,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.64004599,-74.00841349,307,43,10000,3014757,3008250047,BK34
50139259,SHANGHAI TIME,Manhattan,273,WEST   38 STREET,10018,Chinese,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,41,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.75430802,-73.99066967,105,3,11300,1014473,1007880009,MN17
50017716,TSION CAFE & BAKERY,Manhattan,763,SAINT NICHOLAS AVENUE,10031,Ethiopian,2/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9,A,2/29/24,3/16/24,Cycle Inspection / Re-inspection,40.82618489,-73.94326719,109,9,23100,1061512,1020630031,MN04
41351040,HUDSON VIEW RESTAURANT,Manhattan,770,WEST  181 STREET,10033,American,2/20/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,26,B,2/20/24,3/16/24,Cycle Inspection / Re-inspection,40.8507722,-73.93786751,112,10,26500,1064275,1021760104,MN36
50060751,SNACK TIME GRILL,Queens,8769,LEFFERTS BLVD,11418,Coffee/Tea,1/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31,,,3/16/24,Cycle Inspection / Initial Inspection,40.6994856,-73.83062747,409,29,14400,4590926,4093290067,QN54
50133839,SAPORE DI ITALIA,Brooklyn,160,IRVING AVENUE,11237,Pizza,3/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,N,,3/16/24,Pre-permit (Non-operational) / Initial Inspection,40.70234146,-73.92025476,304,37,42900,3073883,3032470035,BK77
50127334,VANESSA'S DUMPLING HOUSE,Manhattan,1623,2 AVENUE,10028,Chinese,1/11/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,13,A,1/11/24,3/16/24,Cycle Inspection / Initial Inspection,40.77675345,-73.95257074,108,5,14601,1048738,1015300023,MN32
50001118,SHEN ZHOU RESTAURANT,Brooklyn,159,WILSON AVENUE,11237,Chinese,2/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,,,3/16/24,Cycle Inspection / Initial Inspection,40.70015967,-73.92476186,304,34,42900,3073154,3032190002,BK77
50142005,YANWU,Queens,3520,FARRINGTON ST,11354,Chinese,1/3/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,31,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.76410173,-73.83164658,407,20,86900,4458328,4049580036,QN22
50144494,DOMINICAN FOOD DELI & GRILL,Queens,12510,ROCKAWAY BLVD,11420,Spanish,1/31/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,36,,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.67533062,-73.81241105,410,28,84000,4254716,4117470048,QN55
40423976,O.B'S BAKERY,Queens,165-76,BAISLEY BOULEVARD,11434,Bakery Products/Desserts,2/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,103,,,3/16/24,Cycle Inspection / Initial Inspection,40.67941331,-73.77776652,412,28,33402,4436354,4124950002,QN02
50015564,ST GEORGE TAVERN RESTAURANT & BAR,Manhattan,103,WASHINGTON STREET,10006,Asian/Asian Fusion,2/7/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,59,,,3/16/24,Cycle Inspection / Initial Inspection,40.70845072,-74.01427979,101,1,1300,1001045,1000530003,MN25
50103371,EL SABOR DE LA ESQUINA,Brooklyn,2530,PITKIN AVENUE,11208,Spanish,1/19/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,54,,,3/16/24,Cycle Inspection / Initial Inspection,40.67439078,-73.87881918,305,37,119400,3089338,3040230013,BK82
41370303,DUNKIN,Queens,23436,MERRICK BOULEVARD,11422,Donuts,2/15/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,16,,,3/16/24,Cycle Inspection / Initial Inspection,40.67429276,-73.73567273,413,31,63200,4539019,4131980041,QN66
50113257,CANAAN BREAD,Queens,15619,NORTHERN BLVD,11354,Bakery Products/Desserts,2/20/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,41,,,3/16/24,Cycle Inspection / Initial Inspection,40.76399471,-73.80887892,407,19,117100,4119276,4052720001,QN51
50073624,JOE JOE PIZZERIA,Staten Island,739,HENDERSON AVENUE,10310,Pizza,3/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,,,3/16/24,Cycle Inspection / Initial Inspection,40.63704969,-74.11693322,501,49,10500,5148074,5001740043,SI35
50135092,MITOUSHI,Brooklyn,1221,QUENTIN ROAD,11229,Japanese,3/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,37,,,3/16/24,Cycle Inspection / Initial Inspection,40.60797773,-73.96068997,315,48,55400,3182345,3067750039,BK25
41442734,THE SACKETT,Brooklyn,661,SACKETT STREET,11217,American,1/3/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,12,,,3/16/24,Cycle Inspection / Initial Inspection,40.6778103,-73.98201699,306,39,13100,3019520,3009490001,BK37
50035310,DANTE,Manhattan,79-81,MACDOUGAL ST,10012,Italian,1/31/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,51,,,3/16/24,Cycle Inspection / Initial Inspection,40.72877111,-74.00153341,102,2,6500,1008305,1005260028,MN23
50107272,BAKE CULTURE,Staten Island,55,RICHMOND TERRACE,10301,Bakery Products/Desserts,1/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,1/29/24,3/16/24,Cycle Inspection / Re-inspection,40.64411317,-74.07658364,501,49,300,5164494,5000020015,SI22
50093002,PARIS BAGUETTE,Manhattan,1270,LEXINGTON AVENUE,10028,French,2/20/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,21,B,2/20/24,3/16/24,Cycle Inspection / Re-inspection,40.77915368,-73.95584398,108,4,14801,1047931,1015140016,MN40
50145344,SMOKEY CHICK,Queens,10123,QUEENS BLVD,11375,Chicken,2/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,33,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.72613092,-73.85174859,406,29,71303,4051258,4021350001,QN17
40572406,SHAMROCK INN,Bronx,1729,CROSBY AVENUE,10461,Irish,1/18/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31,,,3/16/24,Cycle Inspection / Initial Inspection,40.84589242,-73.83153998,210,13,26602,2046099,2041690026,BX10
50145384,IKKO,Bronx,3938,EAST TREMONT AVENUE,10465,Japanese,2/28/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,30,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.82126603,-73.8185594,210,13,14400,2080427,2055760028,BX52
50010395,MCDONALD'S,Manhattan,208,DYCKMAN STREET,10040,Hamburgers,2/20/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,2/20/24,3/16/24,Cycle Inspection / Re-inspection,40.86502192,-73.92695358,112,10,28700,1064227,1021750049,MN35
50140216,DEE BEST ZEPOLES,Brooklyn,361,GRAHAM AVENUE,11211,Other,3/2/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,3/2/24,3/16/24,Pre-permit (Operational) / Re-inspection,40.71538795,-73.94453784,301,34,49700,3068607,3027540029,BK90
50121654,WESTVILLE,Manhattan,88,7 AVENUE,10011,American,2/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,28,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.73956079,-73.99895711,104,3,8100,1013775,1007650035,MN13
41327232,T-BROTHERS PIZZERIA,Bronx,957,ALDUS STREET,10459,Pizza,3/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,Z,3/8/24,3/16/24,Cycle Inspection / Re-inspection,40.82311973,-73.89099463,202,17,11900,2092020,2027430055,BX27
41377819,ATHENA MEDITERRANEAN CUISINE,Brooklyn,535,6 AVENUE,11215,Mediterranean,2/5/24,Establishment re-opened by DOHMH.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9,Z,2/5/24,3/16/24,Cycle Inspection / Reopening Inspection,40.66492419,-73.98651536,306,39,14900,3023746,3010430009,BK37
50116877,PANDA HOUSE,Manhattan,82B,NAGLE AVENUE,10040,Chinese,2/20/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,21,Z,2/20/24,3/16/24,Cycle Inspection / Re-inspection,40.86039771,-73.92800709,112,10,28500,1087876,1021740101,MN35
41644901,OCEAN SIDE RESTAURANT,Queens,12719,MERRICK BLVD,11434,Caribbean,2/2/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,2/2/24,3/16/24,Cycle Inspection / Initial Inspection,40.68148819,-73.76528827,412,27,36600,4269971,4124880001,QN08
50003314,DANTE'S PIZZA,Queens,105-03,METROPOLITAN AVENUE,11375,Pizza,3/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18,Z,3/5/24,3/16/24,Cycle Inspection / Re-inspection,40.71000594,-73.84798641,406,29,73100,4078067,4032600043,QN17
40365166,CORNER BISTRO,Manhattan,331,WEST    4 STREET,10014,American,2/28/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,22,Z,2/28/24,3/16/24,Cycle Inspection / Re-inspection,40.73792485,-74.00386112,102,3,7700,1011036,1006150060,MN23
50108259,KFC,Brooklyn,495,NOSTRAND AVENUE,11216,Chicken,2/9/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,22,,,3/16/24,Cycle Inspection / Initial Inspection,40.68048775,-73.94957127,303,36,24900,3053259,3018490056,BK75
41627484,BAGEL EXPRESS,Manhattan,347,LEXINGTON AVENUE,10016,Bagels/Pretzels,1/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,68,Z,1/29/24,3/16/24,Cycle Inspection / Re-inspection,40.74990901,-73.97714673,106,4,8000,1082116,1008950072,MN20
40525767,CAPRI II PIZZA,Bronx,149,DREISER LOOP,10475,Pizza,2/14/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,36,Z,2/14/24,3/16/24,Cycle Inspection / Re-inspection,40.87645271,-73.82995074,210,12,46201,2097469,2051410500,BX13
50098211,LA MORENITA ECUATORIANA RESTAURANT,Queens,10008,NORTHERN BLVD,11368,Latin American,3/14/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,Z,3/14/24,3/16/24,Cycle Inspection / Re-inspection,40.7573426,-73.86826849,403,21,37700,4042510,4017150004,QN26
50144172,YUNNAN RICE NOODLE HOUSE,Queens,3650,MAIN ST,11354,Chinese,3/6/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,49,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.7621692,-73.83150348,407,20,86900,4112252,4049710055,QN22
50092765,PIZZETTE,Brooklyn,191,GRAHAM AVENUE,11206,Pizza,2/2/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,9,A,2/2/24,3/16/24,Cycle Inspection / Initial Inspection,40.70860508,-73.94342175,301,34,50500,3070977,3030430020,BK90
50143154,CRUMBL,Manhattan,195,BLEECKER STREET,10012,Bakery Products/Desserts,3/8/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,33,,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.72928987,-74.00143961,102,2,6500,1084931,1005427502,MN23
50056699,EL PENACHO RESTAURANT,Brooklyn,374,AVENUE P,11204,Mexican,1/2/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,24,,,3/16/24,Cycle Inspection / Initial Inspection,40.60871159,-73.97378822,311,44,42400,3175877,3066320003,BK29
40395597,ELMHURST FAMOUS PIZZA,Queens,8307,BROADWAY,11373,Pizza,1/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18,,,3/16/24,Cycle Inspection / Initial Inspection,40.74097181,-73.87984157,404,25,47100,4039446,4015800111,QN29
50065189,NORTH COAST SHARK AND BAKE,Brooklyn,873,SCHENECTADY AVENUE,11203,Caribbean,2/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,Z,2/23/24,3/16/24,Cycle Inspection / Re-inspection,40.6519365,-73.93332155,317,41,87000,3102021,3046730044,BK91
50131291,KEBAB AUR SHARAB,Manhattan,247,WEST   72 STREET,10023,Indian,3/13/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.77927896,-73.98320631,107,6,15900,1030509,1011640011,MN14
50086248,JOE & THE JUICE,Manhattan,2460,BROADWAY,10025,"Juice, Smoothies, Fruit Salads",1/17/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,,,3/16/24,Cycle Inspection / Initial Inspection,40.79155179,-73.97402654,107,6,17900,1033584,1012390023,MN12
41586213,"THE CORNER CAFE & BAKERY, PIZZA PLUS",Bronx,3718,RIVERDALE AVENUE,10463,Jewish/Kosher,2/15/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,79,,,3/16/24,Cycle Inspection / Initial Inspection,40.8872646,-73.90712784,208,11,29500,2000000,2057720007,BX29
41155285,EL REY II RESTAURANT,Brooklyn,1064,LIBERTY AVENUE,11208,Latin American,1/17/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,47,Z,1/17/24,3/16/24,Cycle Inspection / Re-inspection,40.67827587,-73.86992507,305,37,119000,3094318,3041980014,BK83
50129187,JIGGA'S JERK SPOT,Brooklyn,297,LEGION STREET,11212,Caribbean,1/18/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,A,1/18/24,3/16/24,Cycle Inspection / Initial Inspection,40.66119724,-73.91636458,316,41,89400,3082021,3035820030,BK81
50128212,TIVOLI TRATTORIA,Manhattan,176,7 AVENUE SOUTH,10014,Spanish,2/29/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,151,,,3/16/24,Cycle Inspection / Initial Inspection,40.73595142,-74.00146502,102,3,7100,1010941,1006130068,MN23
